pid,rank,name,link,points,points_moved,tourneys_played,points_losing,points_gaining
kd35,291,Thai-Son Kwiatkowski,/en/players/thai-son-kwiatkowski/kd35/overview,194,-,25,-,-
h09n,292,August Holmgren,/en/players/august-holmgren/h09n/overview,192,+4,24,3,-
kc12,293,Mitchell Krueger,/en/players/mitchell-krueger/kc12/overview,192,-45,25,7,-
g0dh,294,Alvaro Guillen Meza,/en/players/alvaro-guillen-meza/g0dh/overview,192,+16,28,1,-
sm09,295,Luke Saville,/en/players/luke-saville/sm09/overview,190,-,25,3,-
m0e1,296,Daniel Michalski,/en/players/daniel-michalski/m0e1/overview,189,+2,23,-,-
m0bn,297,Marvin Moeller,/en/players/marvin-moeller/m0bn/overview,188,-,27,-,-
ca99,298,Marius Copil,/en/players/marius-copil/ca99/overview,187,-11,16,-,-
ta46,299,Bernard Tomic,/en/players/bernard-tomic/ta46/overview,187,-26,29,-,-
bv25,300,Javier Barranco Cosano,/en/players/javier-barranco-cosano/bv25/overview,186,+2,24,-,-
wb19,301,Alexander Weis,/en/players/alexander-weis/wb19/overview,185,-,28,-,-
d0dp,302,Liam Draxl,/en/players/liam-draxl/d0dp/overview,184,-,13,-,-
p0df,303,Matheus Pucinelli De Almeida,/en/players/matheus-pucinelli-de-almeida/p0df/overview,184,+13,24,-,-
m0nb,304,Aidan Mayo,/en/players/aidan-mayo/m0nb/overview,182,+2,27,-,-
a09t,305,Dan Added,/en/players/dan-added/a09t/overview,182,-,33,13,1
v0di,306,Samuel Vincent Ruggeri,/en/players/samuel-vincent-ruggeri/v0di/overview,179,-,30,-,-
d916,307,Steven Diez,/en/players/steven-diez/d916/overview,178,+4,32,-,-
t0ap,308,Chun-Hsin Tseng,/en/players/chun-hsin-tseng/t0ap/overview,177,-20,19,20,-
pg20,309,Dmitry Popko,/en/players/dmitry-popko/pg20/overview,177,+13,23,-,-
hf80,310,Hady Habib,/en/players/hady-habib/hf80/overview,176,+2,28,3,1
b0gr,311,Gonzalo Bueno,/en/players/gonzalo-bueno/b0gr/overview,175,-,25,-,-
r0a7,312,Joao Lucas Reis Da Silva,/en/players/joao-lucas-reis-da-silva/r0a7/overview,175,-,30,-,-
b0pg,313,Alexander Blockx,/en/players/alexander-blockx/b0pg/overview,172,-,20,1,-
p0e9,314,Dominik Palan,/en/players/dominik-palan/p0e9/overview,170,-,25,41,-
f664,315,Sebastian Fanselow,/en/players/sebastian-fanselow/f664/overview,170,-,28,-,-
b0i5,316,Blaise Bicknell,/en/players/blaise-bicknell/b0i5/overview,169,-,16,-,-
v0b2,317,Michael Vrbensky,/en/players/michael-vrbensky/v0b2/overview,169,-6,28,8,2
i306,318,Cem Ilkel,/en/players/cem-ilkel/i306/overview,167,-,21,-,-
sp80,319,Nino Serdarusic,/en/players/nino-serdarusic/sp80/overview,167,-,27,-,-
lc12,320,Laurent Lokoli,/en/players/laurent-lokoli/lc12/overview,166,-10,21,25,-
n663,321,Maximilian Neuchrist,/en/players/maximilian-neuchrist/n663/overview,166,-,23,9,-
c0bh,322,Clement Chidekh,/en/players/clement-chidekh/c0bh/overview,165,+35,18,-,-
p0ev,323,Andrew Paulson,/en/players/andrew-paulson/p0ev/overview,165,-,18,-,-
ki48,324,Ergi Kirkin,/en/players/ergi-kirkin/ki48/overview,165,-,21,-,-
bv24,325,Raul Brancaccio,/en/players/raul-brancaccio/bv24/overview,165,+4,25,-,-
j476,326,David Jorda Sanchis,/en/players/david-jorda-sanchis/j476/overview,165,+3,27,-,-
h0a4,327,Nick Hardt,/en/players/nick-hardt/h0a4/overview,164,+16,23,10,-
ce25,328,Salvatore Caruso,/en/players/salvatore-caruso/ce25/overview,163,+12,31,-,-
s0ar,329,Timo Stodder,/en/players/timo-stodder/s0ar/overview,162,-,32,-,-
m0oq,330,James McCabe,/en/players/james-mccabe/m0oq/overview,161,-41,23,-,-
e0ac,331,Mathys Erhard,/en/players/mathys-erhard/e0ac/overview,159,-,32,-,-
sr81,332,Khumoyun Sultanov,/en/players/khumoyun-sultanov/sr81/overview,156,+16,20,-,-
n09u,333,Rio Noguchi,/en/players/rio-noguchi/n09u/overview,156,-,27,20,-
g0eu,334,Felix Gill,/en/players/felix-gill/g0eu/overview,156,+10,28,-,-
sl94,335,Pedro Sakamoto,/en/players/pedro-sakamoto/sl94/overview,154,-,25,-,-
e0aa,336,Yanki Erel,/en/players/yanki-erel/e0aa/overview,154,-,25,-,-
n0bk,337,Hazem Naw,/en/players/hazem-naw/n0bk/overview,154,+11,26,-,-
j09x,338,Filip Cristian Jianu,/en/players/filip-cristian-jianu/j09x/overview,152,+15,37,-,-
gc89,339,Egor Gerasimov,/en/players/egor-gerasimov/gc89/overview,150,+13,13,-,-
d874,340,Federico Delbonis,/en/players/federico-delbonis/d874/overview,150,-,16,6,-
d0h9,341,Guy Den Ouden,/en/players/guy-den-ouden/d0h9/overview,150,-,22,-,-
s0gv,342,Robert Strombachs,/en/players/robert-strombachs/s0gv/overview,150,+1,29,8,2
f0fv,343,Joao Fonseca,/en/players/joao-fonseca/f0fv/overview,149,+100,9,-,-
gb93,344,Norbert Gombos,/en/players/norbert-gombos/gb93/overview,149,-,20,-,-
k0eu,345,Toby Kodat,/en/players/toby-kodat/k0eu/overview,149,-18,23,-,-
f0a4,346,Francesco Forti,/en/players/francesco-forti/f0a4/overview,149,-,28,-,-
bv21,347,Charles Broom,/en/players/charles-broom/bv21/overview,149,-10,29,-,-
c0b2,348,Cezar Cretu,/en/players/cezar-cretu/c0b2/overview,148,+4,25,-,-
d0hd,349,Gabriel Debru,/en/players/gabriel-debru/d0hd/overview,146,-,24,4,-
mi01,350,Hiroki Moriya,/en/players/hiroki-moriya/mi01/overview,145,-2,20,-,-
m0cw,351,Aidan McHugh,/en/players/aidan-mchugh/m0cw/overview,145,-,29,-,-
gj16,352,Federico Agustin Gomez,/en/players/federico-agustin-gomez/gj16/overview,144,-3,28,2,1
n552,353,Kei Nishikori,/en/players/kei-nishikori/n552/overview,143,-,7,-,-
s0mn,354,Marat Sharipov,/en/players/marat-sharipov/s0mn/overview,142,-,27,15,2
lc54,355,Benjamin Lock,/en/players/benjamin-lock/lc54/overview,142,-,32,5,-
sn54,356,Frederico Ferreira Silva,/en/players/frederico-ferreira-silva/sn54/overview,141,-,25,-,-
h0cx,357,Max Houkes,/en/players/max-houkes/h0cx/overview,141,-,30,-,-
g0fw,358,Vilius Gaubas,/en/players/vilius-gaubas/g0fw/overview,140,+8,24,-,-
k0cz,359,Gilbert Klier Junior,/en/players/gilbert-klier-junior/k0cz/overview,139,-,16,-,-
v0d4,360,Eric Vanshelboim,/en/players/eric-vanshelboim/v0d4/overview,138,-,27,-,-
i0ap,361,Kalin Ivanovski,/en/players/kalin-ivanovski/i0ap/overview,137,-,25,-,-
k0ee,362,Omni Kumar,/en/players/omni-kumar/k0ee/overview,137,-,26,-,-
sk47,363,Mohamed Safwat,/en/players/mohamed-safwat/sk47/overview,137,+1,30,2,1
c0mh,364,Gerard Campana Lee,/en/players/gerard-campana-lee/c0mh/overview,136,-1,23,-,-
ch05,365,Altug Celikbilek,/en/players/altug-celikbilek/ch05/overview,136,+5,23,-,-
cg07,366,Hernan Casanova,/en/players/hernan-casanova/cg07/overview,136,+8,24,-,-
m0k4,367,Elmer Moller,/en/players/elmer-moller/m0k4/overview,135,-1,23,-,-
w0a4,368,Arthur Weber,/en/players/arthur-weber/w0a4/overview,135,-,24,-,-
be69,369,Yan Bai,/en/players/yan-bai/be69/overview,134,-,19,-,-
lf26,370,Orlando Luz,/en/players/orlando-luz/lf26/overview,134,-,22,-,-
hh15,371,Mikalai Haliak,/en/players/mikalai-haliak/hh15/overview,133,-,25,-,-
f09j,372,Karl Friberg,/en/players/karl-friberg/f09j/overview,133,-1,26,-,-
ga79,373,Lorenzo Giustino,/en/players/lorenzo-giustino/ga79/overview,133,-,28,9,-
m0ea,374,Pol Martin Tiffon,/en/players/pol-martin-tiffon/m0ea/overview,132,+25,25,-,-
n707,375,Naoki Nakagawa,/en/players/naoki-nakagawa/n707/overview,131,-,19,-,-
ch90,376,Yun seong Chung,/en/players/yun-seong-chung/ch90/overview,129,-,19,5,-
h0eh,377,Tim Handel,/en/players/tim-handel/h0eh/overview,129,-,27,-,-
s0cg,378,Carlos Sanchez Jover,/en/players/carlos-sanchez-jover/s0cg/overview,128,+1,26,-,-
wb25,379,Louis Wessels,/en/players/louis-wessels/wb25/overview,128,-,29,2,-
t0fi,380,Marko Topo,/en/players/marko-topo/t0fi/overview,126,-,22,-,-
bu36,381,Alberto Barroso Campos,/en/players/alberto-barroso-campos/bu36/overview,126,+2,24,1,-
w09b,382,Damien Wenger,/en/players/damien-wenger/w09b/overview,126,+2,29,8,1
gj05,383,Alexis Gautier,/en/players/alexis-gautier/gj05/overview,126,-,30,-,-
sq80,384,Akira Santillan,/en/players/akira-santillan/sq80/overview,125,-,26,5,1
cf10,385,Nick Chappell,/en/players/nick-chappell/cf10/overview,125,-15,26,20,1
l0cf,386,George Loffhagen,/en/players/george-loffhagen/l0cf/overview,123,-,15,-,-
k0fy,387,Martin Krumich,/en/players/martin-krumich/k0fy/overview,123,-,16,-,-
bm05,388,Bogdan Bobrov,/en/players/bogdan-bobrov/bm05/overview,123,-2,26,-,-
d0ar,389,Mateus Alves,/en/players/mateus-alves/d0ar/overview,122,-,19,-,-
b0jg,390,Leo Borg,/en/players/leo-borg/b0jg/overview,122,+1,26,-,-
f0f2,391,Jaime Faria,/en/players/jaime-faria/f0f2/overview,122,-,30,-,-
k0dp,392,Oleksii Krutykh,/en/players/oleksii-krutykh/k0dp/overview,121,-12,25,-,-
t0bw,393,James Trotter,/en/players/james-trotter/t0bw/overview,119,+13,12,-,-
te16,394,Carlos Taberner,/en/players/carlos-taberner/te16/overview,119,-,21,6,-
li10,395,Christian Langmo,/en/players/christian-langmo/li10/overview,119,-8,23,-,-
bu70,396,Remy Bertola,/en/players/remy-bertola/bu70/overview,118,-,24,-,-
o639,397,Giovanni Oradini,/en/players/giovanni-oradini/o639/overview,118,-1,25,-,-
ea27,398,Blake Ellis,/en/players/blake-ellis/ea27/overview,117,-,26,3,1
l0il,399,Martin Landaluce,/en/players/martin-landaluce/l0il/overview,116,+25,27,-,-
e831,400,Kyle Edmund,/en/players/kyle-edmund/e831/overview,115,-,21,-,-
m0n7,401,Daniel Merida,/en/players/daniel-merida/m0n7/overview,115,+24,25,-,-
ml73,402,Skander Mansouri,/en/players/skander-mansouri/ml73/overview,115,-,27,-,-
mm79,403,Blake Mott,/en/players/blake-mott/mm79/overview,114,-,15,-,-
tf58,404,Yusuke Takahashi,/en/players/yusuke-takahashi/tf58/overview,114,-,28,-,-
k0db,405,Cannon Kingsley,/en/players/cannon-kingsley/k0db/overview,113,-,16,-,-
u120,406,Kaichi Uchida,/en/players/kaichi-uchida/u120/overview,113,-28,25,45,-
rb56,407,Ramkumar Ramanathan,/en/players/ramkumar-ramanathan/rb56/overview,112,+7,14,-,-
ci14,408,Jay Clarke,/en/players/jay-clarke/ci14/overview,112,-,18,2,-
z246,409,Miljan Zekic,/en/players/miljan-zekic/z246/overview,111,-,25,36,-
f0f4,410,Kilian Feldbausch,/en/players/kilian-feldbausch/f0f4/overview,110,-,15,-,-
kg27,411,Strong Kirchheimer,/en/players/strong-kirchheimer/kg27/overview,110,+3,20,-,-
t0dm,412,Juan Bautista Torres,/en/players/juan-bautista-torres/t0dm/overview,110,-,22,-,-
b0gy,413,Alex Barrena,/en/players/alex-barrena/b0gy/overview,109,-,29,-,-
va23,414,Kris Van Wyk,/en/players/kris-van-wyk/va23/overview,109,-,35,-,-
bv27,415,Ulises Blanch,/en/players/ulises-blanch/bv27/overview,108,+15,14,4,-
j0a4,416,Paul Jubb,/en/players/paul-jubb/j0a4/overview,108,-,17,-,-
kb05,417,Filip Krajinovic,/en/players/filip-krajinovic/kb05/overview,107,-,14,-,-
mn20,418,Daniel Masur,/en/players/daniel-masur/mn20/overview,106,-14,21,-,-
r09v,419,Eduardo Ribeiro,/en/players/eduardo-ribeiro/r09v/overview,106,-10,25,-,-
o674,420,Yshai Oliel,/en/players/yshai-oliel/o674/overview,106,-,29,-,-
g967,421,Peter Gojowczyk,/en/players/peter-gojowczyk/g967/overview,105,-7,16,-,-
mp13,422,Mukund Sasikumar,/en/players/mukund-sasikumar/mp13/overview,105,+12,22,-,-
t0ha,423,Learner Tien,/en/players/learner-tien/t0ha/overview,104,-,12,-,-
u176,424,Vadym Ursu,/en/players/vadym-ursu/u176/overview,104,+2,17,-,-
m0aw,425,Nicolas Mejia,/en/players/nicolas-mejia/m0aw/overview,104,-11,21,7,-
sq79,426,Colin Sinclair,/en/players/colin-sinclair/sq79/overview,104,-1,21,2,-
z09d,427,Kacper Zuk,/en/players/kacper-zuk/z09d/overview,104,-,26,-,-
c0jp,428,Raphael Collignon,/en/players/raphael-collignon/c0jp/overview,103,+4,13,-,-
gf23,429,Lucas Gerch,/en/players/lucas-gerch/gf23/overview,103,-,18,-,-
l0c1,430,Carlos Lopez Montagud,/en/players/carlos-lopez-montagud/l0c1/overview,103,+3,19,-,-
g0j9,431,Svyatoslav Gulin,/en/players/svyatoslav-gulin/g0j9/overview,103,+1,23,-,-
f0bt,432,Jonas Forejtek,/en/players/jonas-forejtek/f0bt/overview,102,-,20,-,-
v821,433,Gonzalo Villanueva,/en/players/gonzalo-villanueva/v821/overview,102,-,29,3,2
k0ep,434,Jerome Kym,/en/players/jerome-kym/k0ep/overview,101,-,11,-,-
c0i4,435,Tibo Colson,/en/players/tibo-colson/c0i4/overview,101,-,22,-,-
d0a2,436,Matthew Dellavedova,/en/players/matthew-dellavedova/d0a2/overview,101,-,41,3,2
o507,437,Julian Ocleppo,/en/players/julian-ocleppo/o507/overview,100,-,14,-,-
cd00,438,Maxime Chazal,/en/players/maxime-chazal/cd00/overview,99,-,21,-,-
dc76,439,Viktor Durasovic,/en/players/viktor-durasovic/dc76/overview,99,-,27,2,-
b0nn,440,Nishesh Basavareddy,/en/players/nishesh-basavareddy/b0nn/overview,98,-,8,-,-
cf88,441,Roberto Cid Subervi,/en/players/roberto-cid-subervi/cf88/overview,98,+1,19,3,-
df92,442,Corentin Denolly,/en/players/corentin-denolly/df92/overview,98,-,20,-,-
e811,443,Elmar Ejupovic,/en/players/elmar-ejupovic/e811/overview,98,-16,28,2,-
sx90,444,Fajing Sun,/en/players/fajing-sun/sx90/overview,97,-,25,-,-
b0jj,445,Robin Bertrand,/en/players/robin-bertrand/b0jj/overview,97,-5,34,-,-
ra51,446,Blaz Rola,/en/players/blaz-rola/ra51/overview,96,-,9,-,-
c0hb,447,Eliakim Coulibaly,/en/players/eliakim-coulibaly/c0hb/overview,96,-,23,-,-
o664,448,Makoto Ochi,/en/players/makoto-ochi/o664/overview,96,-,26,5,-
g0ix,449,Arthur Gea,/en/players/arthur-gea/g0ix/overview,95,-,18,2,-
b0id,450,Ignacio Buse,/en/players/ignacio-buse/b0id/overview,95,-1,20,-,-
b0fi,451,Pedro Boscardin Dias,/en/players/pedro-boscardin-dias/b0fi/overview,95,-,21,4,-
k0ho,452,Orel Kimhi,/en/players/orel-kimhi/k0ho/overview,95,+1,24,-,-
k0cj,453,Sandro Kopp,/en/players/sandro-kopp/k0cj/overview,95,-,25,-,-
g0gw,454,Sascha Gueymard Wayenburg,/en/players/sascha-gueymard-wayenburg/g0gw/overview,95,-2,26,-,-
pf65,455,Filip Peliwo,/en/players/filip-peliwo/pf65/overview,95,-3,31,-,-
a0ik,456,Luciano Emanuel Ambrogi,/en/players/luciano-emanuel-ambrogi/a0ik/overview,94,-,24,-,-
r0b6,457,Lorenzo Rottoli,/en/players/lorenzo-rottoli/r0b6/overview,93,-15,22,-,-
p0ea,458,Saba Purtseladze,/en/players/saba-purtseladze/p0ea/overview,93,-2,33,-,-
cb14,459,Daniel Cox,/en/players/daniel-cox/cb14/overview,92,-,21,-,-
d0l3,460,Matej Dodig,/en/players/matej-dodig/d0l3/overview,92,+7,21,-,-
v0dp,461,Adolfo Daniel Vallejo,/en/players/adolfo-daniel-vallejo/v0dp/overview,92,+1,22,-,-
d0cn,462,Miguel Damas,/en/players/miguel-damas/d0cn/overview,92,-1,22,-,-
s0tm,463,Toby Samuel,/en/players/toby-samuel/s0tm/overview,91,-,13,-,-
s09p,464,Sanhui Shin,/en/players/sanhui-shin/s09p/overview,91,-,19,-,-
mj98,465,Facundo Mena,/en/players/facundo-mena/mj98/overview,91,+3,19,-,-
h0dc,466,Giles Hussey,/en/players/giles-hussey/h0dc/overview,91,-,22,-,-
l397,467,Feliciano Lopez,/en/players/feliciano-lopez/l397/overview,90,-,5,45,-
r0ed,468,Max Hans Rehberg,/en/players/max-hans-rehberg/r0ed/overview,90,+7,18,-,-
m0fa,469,Anton Matusevich,/en/players/anton-matusevich/m0fa/overview,90,-,19,-,-
s0rf,470,Marcello Serafini,/en/players/marcello-serafini/s0rf/overview,90,-7,28,-,-
m0ey,471,Alex Marti Pujolras,/en/players/alex-marti-pujolras/m0ey/overview,90,+7,31,15,1
k0hn,472,Bruno Kuzuhara,/en/players/bruno-kuzuhara/k0hn/overview,90,-,32,4,1
g0eq,473,Sebastian Gima,/en/players/sebastian-gima/g0eq/overview,90,+1,35,-,-
n0d9,474,Jakub Nicod,/en/players/jakub-nicod/n0d9/overview,89,-,19,-,-
cl82,475,Daniel Cukierman,/en/players/daniel-cukierman/cl82/overview,88,-,16,-,-
l0at,476,Imanol Lopez Morillo,/en/players/imanol-lopez-morillo/l0at/overview,88,-,23,3,-
s0kt,477,Stefanos Sakellaridis,/en/players/stefanos-sakellaridis/s0kt/overview,88,+3,42,-,-
tg30,478,Rigele Te,/en/players/rigele-te/tg30/overview,87,-,17,-,-
c0aj,479,Jie Cui,/en/players/jie-cui/c0aj/overview,87,+8,19,1,-
b0ou,480,Hynek Barton,/en/players/hynek-barton/b0ou/overview,87,-,24,-,-
a0g7,481,Valerio Aboian,/en/players/valerio-aboian/a0g7/overview,87,-,31,2,1
bu10,482,Jacopo Berrettini,/en/players/jacopo-berrettini/bu10/overview,86,-1,7,65,-
ph42,483,Matija Pecotic,/en/players/matija-pecotic/ph42/overview,85,-,7,-,-
j0b5,484,Garrett Johns,/en/players/garrett-johns/j0b5/overview,85,-,18,-,-
lf29,485,Alvaro Lopez San Martin,/en/players/alvaro-lopez-san-martin/lf29/overview,85,-,22,1,-
b0qc,486,Gilles Arnaud Bailly,/en/players/gilles-arnaud-bailly/b0qc/overview,85,-1,25,1,-
n0b4,487,Ryan Nijboer,/en/players/ryan-nijboer/n0b4/overview,85,-,31,-,-
s0ex,488,Hamish Stewart,/en/players/hamish-stewart/s0ex/overview,84,-,21,-,-
a0i1,489,Bor Artnak,/en/players/bor-artnak/a0i1/overview,84,-,26,-,-
g0by,490,Daniil Glinka,/en/players/daniil-glinka/g0by/overview,84,-,28,-,-
m0n1,491,Luka Mikrut,/en/players/luka-mikrut/m0n1/overview,83,-,18,-,-
z0by,492,Nicolas Zanellato,/en/players/nicolas-zanellato/z0by/overview,83,-,30,2,1
e873,493,Ernesto Escobedo,/en/players/ernesto-escobedo/e873/overview,82,-,11,-,-
t0cu,494,Fausto Tabacco,/en/players/fausto-tabacco/t0cu/overview,81,+4,24,25,-
p0dr,495,Andrea Picchione,/en/players/andrea-picchione/p0dr/overview,81,-,26,4,1
kg49,496,Denis Klok,/en/players/denis-klok/kg49/overview,81,-,27,4,1
ki71,497,Kirill Kivattsev,/en/players/kirill-kivattsev/ki71/overview,81,-,30,-,-
d750,498,Kenny De Schepper,/en/players/kenny-de-schepper/d750/overview,80,+3,19,-,-
b0ll,499,Viacheslav Bielinskyi,/en/players/viacheslav-bielinskyi/b0ll/overview,80,-1,20,1,-
db32,500,Yurii Dzhavakian,/en/players/yurii-dzhavakian/db32/overview,79,-,28,-,-
m0nl,501,Inaki Montes-De La Torre,/en/players/inaki-montes-de-la-torre/m0nl/overview,78,-,9,-,-
v0bd,502,Nikolay Vylegzhanin,/en/players/nikolay-vylegzhanin/v0bd/overview,78,-,25,-,-
sf89,503,Rubin Statham,/en/players/rubin-statham/sf89/overview,78,-1,25,10,-
kj00,504,Alex Knaff,/en/players/alex-knaff/kj00/overview,78,-,29,-,-
lb78,505,Jea Moon Lee,/en/players/jea-moon-lee/lb78/overview,77,-,14,-,-
ha71,506,Antoine Hoang,/en/players/antoine-hoang/ha71/overview,77,-,20,2,-
z09k,507,Evan Zhu,/en/players/evan-zhu/z09k/overview,77,-16,22,-,-
co01,508,Andrey Chepelev,/en/players/andrey-chepelev/co01/overview,77,-,34,-,-
f0by,509,Jacob Fearnley,/en/players/jacob-fearnley/f0by/overview,76,-,7,-,-
m0b2,510,Yuki Mochizuki,/en/players/yuki-mochizuki/m0b2/overview,76,-,20,-,-
lb07,511,Gonzalo Lama,/en/players/gonzalo-lama/lb07/overview,76,-,23,-,-
f0cj,512,Gianmarco Ferrari,/en/players/gianmarco-ferrari/f0cj/overview,76,-,31,-,-
l733,513,Zhe Li,/en/players/zhe-li/l733/overview,75,-,15,-,-
m0np,514,Andres Martin,/en/players/andres-martin/m0np/overview,75,-2,16,-,-
td47,515,Evgenii Tiurnev,/en/players/evgenii-tiurnev/td47/overview,75,-,19,-,-
p0ig,516,Martyn Pawelski,/en/players/martyn-pawelski/p0ig/overview,75,-,20,-,-
sg56,517,Daniel Dutra da Silva,/en/players/daniel-dutra-da-silva/sg56/overview,75,-25,23,3,-
pi96,518,Sergi Perez Contri,/en/players/sergi-perez-contri/pi96/overview,75,-,24,1,-
cj60,519,Alexandr Cozbinov,/en/players/alexandr-cozbinov/cj60/overview,75,-,27,-,-
i0b0,520,Andre Ilagan,/en/players/andre-ilagan/i0b0/overview,74,-,9,-,-
z0ab,521,Alexey Zakharov,/en/players/alexey-zakharov/z0ab/overview,74,+18,12,-,-
ha33,522,Peter Heller,/en/players/peter-heller/ha33/overview,74,+1,20,1,-
rh62,523,Mats Rosenkranz,/en/players/mats-rosenkranz/rh62/overview,74,-4,26,-,-
p0be,524,Sidane Pontjodikromo,/en/players/sidane-pontjodikromo/p0be/overview,74,-,27,-,-
mv75,525,Ignacio Monzon,/en/players/ignacio-monzon/mv75/overview,74,-,29,-,-
p0it,526,Olaf Pieczkowski,/en/players/olaf-pieczkowski/p0it/overview,73,-,23,-,-
dh53,527,Vlad Andrei Dancu,/en/players/vlad-andrei-dancu/dh53/overview,73,-,29,-,-
z0bz,528,Michael Zheng,/en/players/michael-zheng/z0bz/overview,72,-,7,-,-
m0oh,529,Lautaro  Midon,/en/players/lautaro--midon/m0oh/overview,72,+1,22,2,-
g0cv,530,Buvaysar Gadamauri,/en/players/buvaysar-gadamauri/g0cv/overview,72,-,27,-,-
i09n,531,Federico Iannaccone,/en/players/federico-iannaccone/i09n/overview,72,-,27,2,1
db93,532,Matias Franco Descotte,/en/players/matias-franco-descotte/db93/overview,72,-,27,-,-
g0ao,533,Alastair Gray,/en/players/alastair-gray/g0ao/overview,71,-16,15,-,-
b0c0,534,Gabi Adrian Boitan,/en/players/gabi-adrian-boitan/b0c0/overview,71,-11,19,15,-
r0bc,535,Lorenzo Joaquin Rodriguez,/en/players/lorenzo-joaquin-rodriguez/r0bc/overview,71,-,25,2,-
p0g5,536,Stefan Popovic,/en/players/stefan-popovic/p0g5/overview,71,-,30,-,-
fc26,537,Evan Furness,/en/players/evan-furness/fc26/overview,70,-,10,-,-
mi43,538,Gerald Melzer,/en/players/gerald-melzer/mi43/overview,70,+1,14,-,-
p0g0,539,Evgeny Philippov,/en/players/evgeny-philippov/p0g0/overview,70,-1,19,-,-
r0dc,540,Ajeet Rai,/en/players/ajeet-rai/r0dc/overview,70,-,20,8,-
l0fw,541,Hanwen Li,/en/players/hanwen-li/l0fw/overview,70,-,22,-,-
m0g0,542,Ryuki Matsuda,/en/players/ryuki-matsuda/m0g0/overview,70,-,32,-,-
p0fj,543,Radu Mihai Papoe,/en/players/radu-mihai-papoe/p0fj/overview,69,-,11,-,-
ga36,544,Emilio Gomez,/en/players/emilio-gomez/ga36/overview,69,-11,17,-,-
v0ci,545,Emilien Voisin,/en/players/emilien-voisin/v0ci/overview,69,-,19,-,-
m0ka,546,Yanaki Milev,/en/players/yanaki-milev/m0ka/overview,69,-,20,1,-
p0jg,547,Gabriele Pennaforti,/en/players/gabriele-pennaforti/p0jg/overview,69,-1,24,-,-
g0ib,548,Tom Gentzsch,/en/players/tom-gentzsch/g0ib/overview,69,+3,37,-,-
kc86,549,Darian King,/en/players/darian-king/kc86/overview,68,-,8,-,-
ld22,550,Nam Hoang Ly,/en/players/nam-hoang-ly/ld22/overview,68,-,19,-,-
rg42,551,Alex Rybakov,/en/players/alex-rybakov/rg42/overview,68,+2,21,-,-
f09u,552,Matyas Fuele,/en/players/matyas-fuele/f09u/overview,68,-,23,-,-
b0bu,553,Florent Bax,/en/players/florent-bax/b0bu/overview,68,-,23,-,-
g0i2,554,Adrien Gobat,/en/players/adrien-gobat/g0i2/overview,68,-,24,-,-
m0d4,555,M Rifki Fitriadi,/en/players/m-rifki-fitriadi/m0d4/overview,67,+2,21,-,-
p0d0,556,Jakub Paul,/en/players/jakub-paul/p0d0/overview,67,-1,21,-,-
w09t,557,Luca Wiedenmann,/en/players/luca-wiedenmann/w09t/overview,67,-2,22,-,-
o656,558,Adrian Oetzbach,/en/players/adrian-oetzbach/o656/overview,67,-,35,-,-
hb05,559,Christian Harrison,/en/players/christian-harrison/hb05/overview,66,-,13,-,-
pc09,560,Jose Pereira,/en/players/jose-pereira/pc09/overview,66,-,14,-,-
s483,561,Pedro Sousa,/en/players/pedro-sousa/s483/overview,65,-,5,1,-
kd87,562,Evgeny Karlovskiy,/en/players/evgeny-karlovskiy/kd87/overview,65,-,18,-,-
n0cj,563,Petr Nesterov,/en/players/petr-nesterov/n0cj/overview,65,-,22,-,-
so20,564,Jelle Sels,/en/players/jelle-sels/so20/overview,65,+3,24,-,-
k0bj,565,Georgii Kravchenko,/en/players/georgii-kravchenko/k0bj/overview,65,-,26,-,-
v0dg,566,Quinn Vandecasteele,/en/players/quinn-vandecasteele/v0dg/overview,64,-,10,-,-
cn78,567,Lucas Catarina,/en/players/lucas-catarina/cn78/overview,64,-8,10,8,-
td55,568,Renta Tokuda,/en/players/renta-tokuda/td55/overview,64,-,17,-,-
b0lw,569,Mika Brunold,/en/players/mika-brunold/b0lw/overview,64,-1,20,-,-
bu53,570,Constantin Bittoun Kouzmine,/en/players/constantin-bittoun-kouzmine/bu53/overview,64,-,26,-,-
v09t,571,Pedro Vives Marcos,/en/players/pedro-vives-marcos/v09t/overview,63,-,8,-,-
p0gn,572,Tom Paris,/en/players/tom-paris/p0gn/overview,63,-1,16,-,-
j0d2,573,Maximus Jones,/en/players/maximus-jones/j0d2/overview,63,+2,20,-,-
v0bp,574,Marlon Vankan,/en/players/marlon-vankan/v0bp/overview,63,-,22,-,-
l0g8,575,Victor Lilov,/en/players/victor-lilov/l0g8/overview,63,-1,24,4,-
la54,576,Wilson Leite,/en/players/wilson-leite/la54/overview,63,-,26,-,-
g09c,577,Marek Gengel,/en/players/marek-gengel/g09c/overview,62,+15,20,-,-
j0cu,578,Sander Jong,/en/players/sander-jong/j0cu/overview,62,+4,20,-,-
w0ah,579,Harry Wendelken,/en/players/harry-wendelken/w0ah/overview,62,-,23,-,-
pi95,580,David Pichler,/en/players/david-pichler/pi95/overview,62,-,28,-,-
d0d4,581,Stefan Dostanic,/en/players/stefan-dostanic/d0d4/overview,61,-,10,-,-
p0ay,582,Luka Pavlovic,/en/players/luka-pavlovic/p0ay/overview,61,-,15,-,-
s0c2,583,Hikaru Shiraishi,/en/players/hikaru-shiraishi/s0c2/overview,61,-,21,-,-
